Annual_Death_Rate,Probability_of_Death,Number_of_Deaths,Life_Expectancy,ID,Female_Deaths,Male_Deaths,Total_Deaths,Year,Age,Female_population,Male_population,Total_population
0.089,0.089,88,59,1998_18,902.06,2616.72,3518.78,1998,18,1888069.54,1991515.68,3879585.22
0.089,0.089,88,58,1998_19,828.06,2666.78,3494.84,1998,19,1883853.28,1967159.47,3851012.75
0.09,0.09,89,57,1998_20,807.06,2627.7,3434.76,1998,20,1846637.66,1932466.37,3779104.03
0.096,0.096,95,56,1998_21,818.06,2762.77,3580.83,1998,21,1777155.41,1858656.38,3635811.79
0.093,0.093,92,55,1998_22,783.06,2529.7,3312.76,1998,22,1729556.0,1804359.18,3533915.18
0.092,0.092,90,54,1998_23,819.06,2447.68,3266.74,1998,23,1728622.65,1792474.02,3521096.67
0.091,0.091,90,53,1998_24,810.06,2443.68,3253.74,1998,24,1759265.54,1809748.38,3569013.92
0.09,0.089,88,52,1998_25,902.07,2432.67,3334.74,1998,25,1861891.9,1910434.04,3772325.94
0.089,0.089,88,52,1998_26,980.08,2446.68,3426.76,1998,26,1964147.67,1989606.77,3953754.44
0.093,0.093,91,51,1998_27,1103.08,2759.76,3862.84,1998,27,2060644.06,2084604.15,4145248.21
0.091,0.091,89,50,1998_28,1068.08,2611.73,3679.81,1998,28,1983982.13,2009381.52,3993363.65
0.095,0.095,93,49,1998_29,1206.08,2640.73,3846.81,1998,29,1982468.43,2004050.65,3986519.08
0.099,0.099,97,48,1998_30,1277.1,2762.77,4039.87,1998,30,2026405.36,2061418.36,4087823.72
0.109,0.109,107,47,1998_31,1450.11,2918.82,4368.93,1998,31,2002123.85,2013640.58,4015764.43
0.11299999999999999,0.11299999999999999,110,46,1998_32,1509.11,3172.88,4681.99,1998,32,2102514.74,2111568.18,4214082.92
0.125,0.125,122,45,1998_33,1763.13,3586.0,5349.13,1998,33,2172590.44,2175233.16,4347823.6
0.132,0.132,128,44,1998_34,2040.15,3885.08,5925.23,1998,34,2260467.85,2272757.55,4533225.4
0.13899999999999998,0.13899999999999998,135,43,1998_35,2222.17,4265.19,6487.36,1998,35,2329293.23,2346439.03,4675732.26
0.15,0.15,145,42,1998_36,2394.18,4474.24,6868.42,1998,36,2308626.69,2289713.41,4598340.1
0.16199999999999998,0.16199999999999998,157,41,1998_37,2698.2,4778.33,7476.53,1998,37,2304938.24,2286150.3,4591088.54
0.17600000000000002,0.17600000000000002,170,40,1998_38,2813.21,5066.41,7879.62,1998,38,2249067.29,2225444.01,4474511.3
0.186,0.185,179,39,1998_39,3069.22,5451.52,8520.74,1998,39,2302789.44,2272478.28,4575267.72
0.196,0.196,189,38,1998_40,3254.24,5866.63,9120.87,1998,40,2328682.74,2311648.27,4640331.01
0.22,0.219,211,37,1998_41,3473.25,6220.73,9693.98,1998,41,2200712.91,2155210.79,4355923.7
0.23500000000000001,0.23500000000000001,225,36,1998_42,3658.27,6567.82,10226.09,1998,42,2171386.91,2127553.1,4298940.01
0.26,0.259,248,36,1998_43,3989.29,6994.95,10984.24,1998,43,2122242.54,2060943.68,4183186.22
0.27999999999999997,0.27999999999999997,267,35,1998_44,4162.31,7474.08,11636.39,1998,44,2074129.16,2021646.73,4095775.89
0.291,0.291,277,34,1998_45,4268.31,7699.14,11967.45,1998,45,2054166.49,2004583.28,4058749.77
0.318,0.318,302,33,1998_46,4358.32,7960.21,12318.53,1998,46,1939798.62,1872096.56,3811895.18
0.33999999999999997,0.33899999999999997,321,32,1998_47,4658.34,8260.24,12918.58,1998,47,1903515.19,1835171.27,3738686.46
0.378,0.377,355,31,1998_48,5077.37,8639.46,13716.83,1998,48,1837588.01,1768947.08,3606535.09
0.391,0.38999999999999996,366,30,1998_49,5331.39,9158.55,14489.94,1998,49,1878311.58,1806809.06,3685120.64
0.422,0.42100000000000004,394,29,1998_50,5998.94,9829.8,15828.74,1998,50,1962422.43,1896972.85,3859395.28
0.46299999999999997,0.462,431,28,1998_51,6450.98,10775.93,17226.91,1998,51,1694251.25,1623602.44,3317853.69
0.512,0.511,474,28,1998_52,5785.34,9184.56,14969.9,1998,52,1450176.7,1381564.32,2831741.02
0.563,0.561,518,27,1998_53,6192.54,9790.72,15983.26,1998,53,1456701.15,1379516.91,2836218.06
0.59,0.588,540,26,1998_54,6619.49,10448.73,17068.22,1998,54,1516988.98,1442942.66,2959931.64
0.668,0.666,607,25,1998_55,7606.56,11971.51,19578.07,1998,55,1439034.96,1359921.6,2798956.56
0.747,0.744,674,24,1998_56,7702.57,11649.24,19351.81,1998,56,1295145.21,1210814.22,2505959.43
0.8009999999999999,0.7979999999999999,718,23,1998_57,7744.57,11816.29,19560.86,1998,57,1239578.56,1149839.52,2389418.08
0.8880000000000001,0.8840000000000001,788,23,1998_58,8069.59,12469.47,20539.06,1998,58,1185683.48,1097797.28,2283480.76
0.947,0.943,834,22,1998_59,8640.64,13007.61,21648.25,1998,59,1182010.38,1088379.27,2270389.65
1.035,1.03,902,21,1998_60,9413.69,13902.86,23316.55,1998,60,1153125.52,1052388.9,2205514.42
1.1780000000000002,1.171,1015,20,1998_61,9768.72,14781.11,24549.83,1998,61,1079369.58,981575.92,2060945.5
1.2850000000000001,1.277,1094,19,1998_62,10628.79,15980.45,26609.24,1998,62,1089294.36,983484.86,2072779.22
1.4000000000000001,1.39,1176,19,1998_63,11728.86,17083.75,28812.61,1998,63,1062408.58,954164.71,2016573.29
1.52,1.508,1258,18,1998_64,12299.91,17521.88,29821.79,1998,64,1037281.76,915083.16,1952364.92
1.678,1.664,1367,17,1998_65,13637.01,18907.27,32544.28,1998,65,1038223.06,899792.28,1938015.34
1.822,1.806,1458,16,1998_66,14840.09,20473.7,35313.79,1998,66,1060782.18,906053.84,1966836.02
1.897,1.879,1490,16,1998_67,15708.66,22006.12,37714.78,1998,67,1087059.08,927484.61,2014543.69
2.119,2.097,1632,15,1998_68,17041.76,23790.62,40832.38,1998,68,1044158.32,883435.26,1927593.58
2.278,2.253,1716,14,1998_69,18362.35,25034.96,43397.31,1998,69,1050817.51,865504.98,1916322.49
2.5090000000000003,2.478,1846,14,1998_70,20612.52,26978.51,47591.03,1998,70,1058251.85,841133.31,1899385.16
2.815,2.775,2016,13,1998_71,22041.63,28678.98,50720.61,1998,71,1001169.38,788604.69,1789774.07
3.079,3.032,2141,12,1998_72,24149.78,29767.79,53917.57,1998,72,991965.04,765732.18,1757697.22
3.289,3.2359999999999998,2216,12,1998_73,25827.9,31188.17,57016.07,1998,73,984854.45,752455.53,1737309.98
3.551,3.489,2312,11,1998_74,27431.02,32580.07,60011.09,1998,74,964145.96,715281.35,1679427.31
3.791,3.7199999999999998,2379,11,1998_75,28464.1,33185.23,61649.33,1998,75,945136.16,684789.76,1629925.92
4.201,4.115,2533,10,1998_76,30684.27,34955.73,65640.0,1998,76,914952.21,652170.68,1567122.89
4.585999999999999,4.4830000000000005,2647,9,1998_77,32365.36,34814.69,67180.05,1998,77,848880.54,589991.16,1438871.7
5.088,4.962,2798,9,1998_78,33196.97,35095.76,68292.73,1998,78,788799.24,525617.34,1314416.58
5.4350000000000005,5.2909999999999995,2835,8,1998_79,33344.96,33404.29,66749.25,1998,79,740605.99,472708.03,1213314.02
6.364,6.168,3131,8,1998_80,35622.63,34063.76,69686.39,1998,80,664743.15,410290.06,1075033.21
6.981,6.744999999999999,3212,7,1998_81,36536.69,32829.86,69366.55,1998,81,617761.33,363915.78,981677.11
7.728,7.441000000000001,3304,7,1998_82,37644.09,32642.08,70286.17,1998,82,580042.31,327299.94,907342.25
8.562,8.21,3375,6,1998_83,39119.56,32709.1,71828.66,1998,83,547990.75,293902.14,841892.89
9.411,8.988,3391,6,1998_84,40473.99,30591.27,71065.26,1998,84,491042.64,249712.51,740755.15
10.306,9.801,3366,6,1998_85,40546.99,28481.16,69028.15,1998,85,452263.71,216581.6,668845.31
11.379999999999999,10.767,3335,5,1998_86,39846.93,26422.84,66269.77,1998,86,388012.23,176479.26,564491.49
12.666,11.911,3292,5,1998_87,39758.93,23912.16,63671.09,1998,87,355747.11,149623.89,505371.0
13.84,12.945,3152,4,1998_88,38212.89,21553.0,59765.89,1998,88,300518.19,120495.74,421013.93
15.332,14.24,3018,4,1998_89,36465.61,19368.39,55834.0,1998,89,265750.1,98964.01,364714.11
16.968,15.641,2843,4,1998_90,35151.59,16744.66,51896.25,1998,90,222800.11,78833.77,301633.88
18.442,16.885,2589,4,1998_91,31560.33,14021.9,45582.23,1998,91,182071.35,59508.55,241579.9
20.452,18.554000000000002,2365,3,1998_92,28682.12,11629.24,40311.36,1998,92,149437.5,45974.22,195411.72
22.567999999999998,20.279,2105,3,1998_93,25551.88,9451.63,35003.51,1998,93,118399.92,34174.13,152574.05
24.836,22.093,1828,3,1998_94,21962.62,7630.13,29592.75,1998,94,92795.89,25094.04,117889.93
26.641,23.51,1516,3,1998_95,18696.38,5848.63,24545.01,1998,95,72752.73,18166.16,90918.89
28.968,25.302999999999997,1248,2,1998_96,14886.14,4335.2,19221.34,1998,96,49571.06,11668.22,61239.28
31.419999999999998,27.154,1000,2,1998_97,11938.84,3173.73,15112.57,1998,97,40694.7,8983.41,49678.11
33.989999999999995,29.052,780,2,1998_98,9113.67,2251.78,11365.45,1998,98,24802.4,5084.69,29887.09
36.667,30.986000000000004,590,2,1998_99,6280.46,1447.4,7727.86,1998,99,18707.98,3597.58,22305.56
39.439,32.943,433,2,1998_100,4798.36,1059.29,5857.65,1998,100,12139.67,2122.84,14262.51
42.289,34.908,308,2,1998_101,3568.26,673.19,4241.45,1998,101,8387.09,1437.07,9824.16
45.201,36.869,211,2,1998_102,2504.18,453.13,2957.31,1998,102,5282.95,871.86,6154.81
48.155,38.811,141,1,1998_103,1514.11,289.09,1803.2,1998,103,3238.22,492.15,3730.37
51.13100000000001,40.72,90,1,1998_104,1013.08,157.04,1170.12,1998,104,1979.43,278.21,2257.64
54.106,42.585,56,1,1998_105,640.04,86.02,726.06,1998,105,1114.23,173.33,1287.56
57.059000000000005,44.394,33,1,1998_106,344.03,48.02,392.05,1998,106,618.32,89.61,707.93
59.968999999999994,46.135999999999996,19,1,1998_107,236.02,33.01,269.03,1998,107,354.25,62.91,417.16
62.817,47.803000000000004,11,1,1998_108,121.0,9.0,130.0,1998,108,220.45,29.88,250.33
65.584,49.388,6,1,1998_109,75.0,11.01,86.01,1998,109,112.16,21.28,133.44
68.253,100.0,6,1,1998_110,91.01,21.01,112.02,1998,110,165.95,21.81,187.76
0.735,0.73,730,76,1999_0,12298.78,15655.61,27954.39,1999,0,1843308.22,1936022.42,3779330.64
0.053,0.053,52,76,1999_1,886.06,1106.26,1992.32,1999,1,1845666.22,1930412.05,3776078.27
0.036000000000000004,0.036000000000000004,36,75,1999_2,576.04,792.19,1368.23,1999,2,1846789.98,1931770.13,3778560.11
0.027,0.027,27,74,1999_3,444.03,601.14,1045.17,1999,3,1877586.64,1966519.49,3844106.13
0.021,0.021,21,73,1999_4,364.02,474.11,838.13,1999,4,1933479.44,2028666.07,3962145.51
0.019,0.019,19,72,1999_5,318.02,447.1,765.12,1999,5,1957940.84,2059652.22,4017593.06
0.017,0.017,17,71,1999_6,312.02,383.09,695.11,1999,6,1990631.54,2087987.96,4078619.5
0.016,0.016,16,70,1999_7,298.02,386.09,684.11,1999,7,2038498.02,2134469.45,4172967.47
0.017,0.017,16,69,1999_8,302.02,389.09,691.11,1999,8,2025031.69,2125884.67,4150916.36
0.015,0.015,15,68,1999_9,281.02,360.08,641.1,1999,9,2017538.03,2120891.25,4138429.28
0.017,0.017,16,67,1999_10,294.02,394.1,688.12,1999,10,1993589.43,2096645.86,4090235.29
0.018000000000000002,0.018000000000000002,17,66,1999_11,296.02,415.09,711.11,1999,11,1950909.13,2047242.95,3998152.08
0.018000000000000002,0.018000000000000002,18,65,1999_12,304.02,414.1,718.12,1999,12,1948086.9,2046566.86,3994653.76
0.021,0.021,21,64,1999_13,297.02,551.13,848.15,1999,13,1945256.93,2042598.19,3987855.12
0.029,0.029,29,63,1999_14,403.02,754.17,1157.19,1999,14,1923679.25,2025228.77,3948908.02
0.038,0.038,38,62,1999_15,513.03,998.23,1511.26,1999,15,1927187.43,2038460.67,3965648.1
0.059000000000000004,0.059000000000000004,58,61,1999_16,784.05,1569.36,2353.41,1999,16,1946215.59,2068128.07,4014343.66
0.07200000000000001,0.07200000000000001,71,60,1999_17,891.06,2011.46,2902.52,1999,17,1927243.66,2062356.87,3989600.53
0.08499999999999999,0.08499999999999999,84,59,1999_18,905.06,2500.58,3405.64,1999,18,1940218.19,2045559.75,3985777.94
0.089,0.089,88,58,1999_19,906.05,2701.62,3607.67,1999,19,1960582.3,2046549.9,4007132.2
0.089,0.089,88,57,1999_20,885.06,2619.87,3504.93,1999,20,1885501.68,1974632.5,3860134.18
0.094,0.094,93,56,1999_21,861.06,2679.35,3540.41,1999,21,1828489.47,1913039.35,3741528.82
0.091,0.091,90,55,1999_22,833.05,2537.58,3370.63,1999,22,1766467.28,1844636.82,3611104.1
0.092,0.092,90,54,1999_23,826.06,2462.57,3288.63,1999,23,1749232.54,1819406.5,3568639.04
0.08800000000000001,0.08800000000000001,86,53,1999_24,840.06,2343.54,3183.6,1999,24,1770494.45,1827946.68,3598441.13
0.086,0.086,84,52,1999_25,884.05,2248.52,3132.57,1999,25,1808347.17,1862141.89,3670489.06
0.08800000000000001,0.08800000000000001,87,51,1999_26,907.06,2366.54,3273.6,1999,26,1858671.72,1892803.41,3751475.13
0.09,0.09,89,51,1999_27,1039.06,2511.58,3550.64,1999,27,2013329.39,2041919.9,4055249.29
0.091,0.091,89,50,1999_28,1121.07,2643.61,3764.68,1999,28,2045162.19,2070280.52,4115442.71
0.096,0.096,94,49,1999_29,1211.08,2764.64,3975.72,1999,29,2035972.04,2060409.13,4096381.17
0.096,0.096,93,48,1999_30,1294.08,2715.63,4009.71,1999,30,2038871.52,2083877.89,4122749.41
0.106,0.106,103,47,1999_31,1358.09,2831.65,4189.74,1999,31,1970269.34,1987701.29,3957970.63
0.11299999999999999,0.11299999999999999,110,46,1999_32,1483.09,3108.71,4591.8,1999,32,2033714.02,2045726.67,4079440.69
0.121,0.121,118,45,1999_33,1637.1,3331.77,4968.87,1999,33,2088963.1,2093671.02,4182634.12
0.129,0.129,125,44,1999_34,1858.11,3755.87,5613.98,1999,34,2212063.19,2222771.66,4434834.85
0.13699999999999998,0.13699999999999998,133,43,1999_35,2109.13,4162.96,6272.09,1999,35,2303327.12,2320907.5,4624234.62
0.146,0.146,142,42,1999_36,2377.15,4287.49,6664.64,1999,36,2295650.38,2278297.96,4573948.34
0.16,0.16,155,41,1999_37,2594.16,4715.59,7309.75,1999,37,2301188.48,2283304.85,4584493.33
0.17600000000000002,0.17600000000000002,171,40,1999_38,2923.34,5117.18,8040.52,1999,38,2274766.27,2252991.66,4527757.93
0.186,0.186,179,39,1999_39,3118.04,5402.25,8520.29,1999,39,2311814.16,2282064.83,4593878.99
0.193,0.193,186,38,1999_40,3259.21,5774.33,9033.54,1999,40,2337740.12,2322307.48,4660047.6
0.219,0.219,211,37,1999_41,3538.23,6270.45,9808.68,1999,41,2246328.34,2206214.25,4452542.59
0.234,0.234,224,36,1999_42,3828.24,6645.54,10473.78,1999,42,2228434.17,2187855.84,4416290.01
0.259,0.259,248,36,1999_43,4025.26,7188.66,11213.92,1999,43,2165598.36,2106418.58,4272016.94
0.281,0.281,268,35,1999_44,4368.28,7566.75,11935.03,1999,44,2128550.96,2079203.95,4207754.91
0.293,0.293,279,34,1999_45,4569.28,7844.81,12414.09,1999,45,2112221.01,2063776.82,4175997.83
0.327,0.326,310,33,1999_46,4718.3,8383.93,13102.23,1999,46,2008573.45,1940488.48,3949061.93
0.347,0.347,328,32,1999_47,4900.31,8648.0,13548.31,1999,47,1958733.84,1890037.78,3848771.62
0.374,0.374,353,31,1999_48,5108.32,8940.66,14048.98,1999,48,1875693.96,1808481.34,3684175.3
0.40099999999999997,0.4,376,30,1999_49,5520.35,9496.59,15016.94,1999,49,1899099.25,1827818.85,3726918.1
0.415,0.415,388,29,1999_50,5861.37,9773.26,15634.63,1999,50,1907558.25,1839515.72,3747073.97
0.46499999999999997,0.464,433,28,1999_51,6403.4,10483.42,16886.82,1999,51,1899799.35,1824580.62,3724379.97
0.498,0.49699999999999994,461,28,1999_52,7175.46,11507.65,18683.11,1999,52,1706947.67,1636503.56,3343451.23
0.5599999999999999,0.559,516,27,1999_53,6310.4,9895.28,16205.68,1999,53,1444290.97,1368369.18,2812660.15
0.602,0.6,551,26,1999_54,6751.42,10721.47,17472.89,1999,54,1483503.0,1410688.68,2894191.68
0.6709999999999999,0.668,610,25,1999_55,7422.47,11724.71,19147.18,1999,55,1500681.41,1421405.82,2922087.23
0.74,0.737,668,24,1999_56,8413.53,12913.98,21327.51,1999,56,1420261.63,1334103.62,2754365.25
0.8,0.7969999999999999,717,23,1999_57,8126.51,12509.89,20636.4,1999,57,1295922.24,1203449.3,2499371.54
0.88,0.876,782,22,1999_58,8466.54,12870.97,21337.51,1999,58,1224313.73,1135056.68,2359370.41
0.9650000000000001,0.9610000000000001,850,22,1999_59,9007.57,13417.6,22425.17,1999,59,1198420.09,1104198.08,2302618.17
1.0210000000000001,1.016,891,21,1999_60,9511.61,14029.73,23541.34,1999,60,1193846.19,1094115.06,2287961.25
1.1560000000000001,1.15,997,20,1999_61,10212.64,14884.43,25097.07,1999,61,1110651.44,1013427.17,2124078.61
1.254,1.246,1068,19,1999_62,10735.68,15495.57,26231.25,1999,62,1086312.9,982319.87,2068632.77
1.366,1.357,1149,19,1999_63,11588.74,16640.84,28229.58,1999,63,1090394.4,978964.53,2069358.93
1.518,1.5070000000000001,1259,18,1999_64,12777.8,18272.22,31050.02,1999,64,1064033.73,943663.4,2007697.13
1.656,1.6420000000000001,1351,17,1999_65,13399.85,18532.27,31932.12,1999,65,1023062.89,894531.29,1917594.18
1.794,1.778,1439,16,1999_66,14496.92,19761.56,34258.48,1999,66,1027610.32,881845.21,1909455.53
1.897,1.879,1493,16,1999_67,15515.98,21115.86,36631.84,1999,67,1060630.68,901675.29,1962305.97
2.097,2.076,1619,15,1999_68,16983.08,23069.31,40052.39,1999,68,1041396.63,885074.82,1926471.45
2.324,2.298,1755,14,1999_69,18768.19,25051.78,43819.97,1999,69,1032332.23,861036.16,1893368.39
2.431,2.402,1792,14,1999_70,19964.26,25872.96,45837.22,1999,70,1050423.87,843809.19,1894233.06
2.76,2.722,1982,13,1999_71,21791.38,28223.01,50014.39,1999,71,1008824.56,805719.15,1814543.71
3.05,3.004,2128,12,1999_72,23665.0,29900.39,53565.39,1999,72,982775.68,762474.3,1745249.98
3.2680000000000002,3.215,2209,12,1999_73,25385.61,31074.16,56459.77,1999,73,979087.85,751180.05,1730267.9
3.547,3.485,2317,11,1999_74,27713.25,32399.51,60112.76,1999,74,974892.5,725988.01,1700880.51
3.848,3.775,2423,11,1999_75,29240.85,33573.7,62814.55,1999,75,940328.04,682466.77,1622794.81
4.143,4.059,2507,10,1999_76,30500.43,33972.35,64472.78,1999,76,910718.32,647816.98,1558535.3
4.614999999999999,4.511,2673,9,1999_77,32963.58,35712.71,68676.29,1999,77,877117.95,613610.67,1490728.62
5.0840000000000005,4.958,2805,9,1999_78,34739.2,36004.3,70743.5,1999,78,817644.7,552081.59,1369726.29
5.645,5.489999999999999,2952,8,1999_79,36056.28,35598.71,71654.99,1999,79,755476.24,488257.58,1243733.82
6.369,6.172,3137,8,1999_80,36429.31,33947.33,70376.64,1999,80,688067.24,426763.74,1114830.98
7.037,6.797000000000001,3241,7,1999_81,37617.39,34446.94,72064.33,1999,81,628950.09,377047.37,1005997.46
7.8420000000000005,7.546,3354,7,1999_82,38966.47,33410.7,72377.17,1999,82,580888.68,331168.66,912057.34
8.647,8.288,3406,6,1999_83,39828.52,32639.53,72468.05,1999,83,541775.59,294984.6,836760.19
9.527,9.094,3427,6,1999_84,41316.61,31727.32,73043.93,1999,84,507814.14,261885.09,769699.23
10.574,10.043000000000001,3441,5,1999_85,41772.65,30530.54,72303.19,1999,85,450956.81,220332.89,671289.7
11.686,11.040999999999999,3402,5,1999_86,42348.68,27775.9,70124.58,1999,86,411333.45,188719.7,600053.15
12.876999999999999,12.098,3317,5,1999_87,40979.6,25426.86,66406.46,1999,87,349036.17,151661.99,500698.16
14.376,13.411999999999999,3232,4,1999_88,40514.56,22664.23,63178.79,1999,88,315953.37,126588.88,442542.25
15.815000000000001,14.655999999999999,3058,4,1999_89,38766.45,20154.65,58921.1,1999,89,263893.21,100299.21,364192.42
17.281,15.906,2833,4,1999_90,36160.34,17263.48,53423.82,1999,90,229314.24,80797.92,310112.16
19.428,17.708,2652,3,1999_91,34636.14,15012.96,49649.1,1999,91,189360.61,63286.87,252647.48
21.291,19.243,2371,3,1999_92,30738.95,12383.86,43122.81,1999,92,152045.66,46797.56,198843.22
23.029,20.651,2055,3,1999_93,26476.68,9989.3,36465.98,1999,93,122147.42,35376.75,157524.17
25.712000000000003,22.783,1799,3,1999_94,23482.49,7869.81,31352.3,1999,94,94637.68,25708.3,120345.98
27.689999999999998,24.323,1483,3,1999_95,19626.24,6219.44,25845.68,1999,95,72706.53,18323.64,91030.17
30.134,26.188,1208,2,1999_96,16107.02,4640.07,20747.09,1999,96,55324.78,12986.74,68311.52
32.706,28.109,957,2,1999_97,12538.3,3282.76,15821.06,1999,97,36977.25,8056.72,45033.97
35.394999999999996,30.073,736,2,1999_98,9811.0,2274.01,12085.01,1999,98,29391.98,6117.98,35509.96
38.190000000000005,32.067,549,2,1999_99,7127.58,1688.9,8816.48,1999,99,17604.83,3380.84,20985.67
41.075,34.077,396,2,1999_100,4993.32,1032.24,6025.56,1999,100,12965.9,2325.74,15291.64
44.033,36.087,277,2,1999_101,3589.23,687.16,4276.39,1999,101,8085.4,1290.61,9376.01
47.042,38.084,187,1,1999_102,2403.15,430.1,2833.25,1999,102,5289.84,848.9,6138.74
50.08200000000001,40.052,122,1,1999_103,1508.1,301.07,1809.17,1999,103,3282.79,495.75,3778.54
53.13,41.978,76,1,1999_104,1052.07,154.04,1206.11,1999,104,2004.67,289.09,2293.76
56.162,43.849,46,1,1999_105,659.04,90.02,749.06,1999,105,1163.84,153.18,1317.02
59.156,45.653,27,1,1999_106,372.02,58.02,430.04,1999,106,625.18,104.31,729.49
62.09,47.381,15,1,1999_107,233.02,31.0,264.02,1999,107,339.84,57.6,397.44
64.944,49.025,8,1,1999_108,112.0,23.0,135.0,1999,108,178.24,35.88,214.12
67.7,50.57899999999999,4,1,1999_109,71.0,14.0,85.0,1999,109,118.45,19.76,138.21
70.343,100.0,4,1,1999_110,83.01,16.0,99.01,1999,110,154.1,17.21,171.31
0.722,0.718,718,76,2000_0,12324.67,15729.83,28054.5,2000,0,1867013.18,1958928.27,3825941.45
0.051000000000000004,0.051000000000000004,51,76,2000_1,857.05,1095.26,1952.31,2000,1,1852381.17,1938984.95,3791366.12
0.034,0.034,34,75,2000_2,568.04,740.18,1308.22,2000,2,1852960.93,1938981.11,3791942.04
0.024,0.024,24,74,2000_3,374.02,558.13,932.15,2000,3,1868837.83,1954964.3,3823802.13
0.02,0.02,20,73,2000_4,354.02,430.11,784.13,2000,4,1915542.44,2008382.88,3923925.32
0.019,0.019,19,72,2000_5,314.02,429.1,743.12,2000,5,1941707.65,2039969.32,3981676.97
0.016,0.016,16,71,2000_6,273.02,380.09,653.11,2000,6,1962829.72,2061756.65,4024586.37
0.016,0.016,16,70,2000_7,294.02,347.08,641.1,2000,7,2015108.54,2113452.55,4128561.09
0.015,0.015,15,69,2000_8,260.02,349.08,609.1,2000,8,2036636.73,2135226.56,4171863.29
0.013999999999999999,0.013999999999999999,14,68,2000_9,263.02,342.09,605.11,2000,9,2062180.55,2166092.38,4228272.93
0.015,0.015,15,67,2000_10,255.02,391.1,646.12,2000,10,2062304.71,2169673.1,4231977.81
0.018000000000000002,0.018000000000000002,18,66,2000_11,302.02,442.1,744.12,2000,11,1997410.71,2096923.59,4094334.3
0.018000000000000002,0.018000000000000002,18,65,2000_12,279.02,462.11,741.13,2000,12,1974689.41,2073341.41,4048030.82
0.022000000000000002,0.022000000000000002,21,64,2000_13,340.02,532.13,872.15,2000,13,1960706.9,2058964.67,4019671.57
0.029,0.029,28,63,2000_14,436.02,726.17,1162.19,2000,14,1964531.37,2067565.42,4032096.79
0.039,0.039,38,62,2000_15,540.03,1019.25,1559.28,2000,15,1944088.02,2055800.97,3999888.99
0.055,0.055,55,61,2000_16,716.04,1492.37,2208.41,2000,16,1940094.24,2062429.42,4002523.66
0.068,0.068,67,60,2000_17,786.04,1951.48,2737.52,2000,17,1952222.41,2089179.25,4041401.66
0.083,0.083,82,59,2000_18,926.06,2441.59,3367.65,2000,18,1960549.89,2074529.43,4035079.32
0.09,0.09,88,58,2000_19,899.05,2794.68,3693.73,2000,19,2011423.83,2099749.18,4111173.01
0.091,0.091,90,57,2000_20,911.05,2812.69,3723.74,2000,20,1959912.56,2051016.67,4010929.23
0.096,0.096,95,56,2000_21,924.05,2858.7,3782.75,2000,21,1869404.47,1959171.36,3828575.83
0.093,0.093,92,55,2000_22,863.04,2647.65,3510.69,2000,22,1825107.06,1908566.51,3733673.57
0.091,0.091,90,54,2000_23,849.04,2548.62,3397.66,2000,23,1783474.95,1858930.96,3642405.91
0.092,0.092,90,54,2000_24,822.04,2510.62,3332.66,2000,24,1786659.57,1852523.39,3639182.96
0.089,0.089,87,53,2000_25,894.05,2405.58,3299.63,2000,25,1819604.92,1880550.8,3700155.72
0.089,0.089,87,52,2000_26,901.05,2349.58,3250.63,2000,26,1805794.14,1849276.55,3655070.69
0.092,0.092,90,51,2000_27,1001.06,2483.6,3484.66,2000,27,1903046.37,1940307.66,3843354.03
0.092,0.092,90,50,2000_28,1066.06,2563.63,3629.69,2000,28,2008905.01,2039719.74,4048624.75
0.096,0.096,94,49,2000_29,1202.06,2818.69,4020.75,2000,29,2076595.46,2103455.52,4180050.98
0.095,0.095,93,48,2000_30,1259.07,2764.67,4023.74,2000,30,2092777.62,2144463.09,4237240.71
0.104,0.104,102,47,2000_31,1369.08,2894.71,4263.79,2000,31,1985595.33,2013773.32,3999368.65
0.109,0.109,107,46,2000_32,1463.08,2918.71,4381.79,2000,32,2001470.6,2020657.6,4022128.2
0.11800000000000001,0.11800000000000001,115,45,2000_33,1622.09,3162.77,4784.86,2000,33,2020654.48,2029199.58,4049854.06
0.128,0.128,124,44,2000_34,1788.1,3535.86,5323.96,2000,34,2121586.09,2133505.42,4255091.51
0.133,0.133,130,43,2000_35,2034.11,3862.94,5897.05,2000,35,2253876.59,2269771.12,4523647.71
0.145,0.145,141,42,2000_36,2287.12,4276.54,6563.66,2000,36,2274789.91,2261611.71,4536401.62
0.159,0.159,154,41,2000_37,2610.14,4625.63,7235.77,2000,37,2285759.35,2268451.09,4554210.44
0.174,0.174,169,40,2000_38,2804.15,5098.24,7902.39,2000,38,2280039.18,2259104.55,4539143.73
0.185,0.185,178,39,2000_39,3152.17,5392.31,8544.48,2000,39,2321328.02,2291651.59,4612979.61
0.202,0.202,195,38,2000_40,3401.18,6005.47,9406.65,2000,40,2346701.89,2333266.49,4679968.38
0.219,0.219,211,37,2000_41,3683.2,6294.54,9977.74,2000,41,2262688.93,2225141.03,4487829.96
0.23500000000000001,0.234,225,37,2000_42,3862.21,6730.64,10592.85,2000,42,2275088.45,2240168.33,4515256.78
0.261,0.261,250,36,2000_43,4290.23,7340.79,11631.02,2000,43,2221378.25,2165942.23,4387320.48
0.27899999999999997,0.27799999999999997,266,35,2000_44,4373.24,7688.87,12062.11,2000,44,2167859.33,2118268.22,4286127.55
